Domain	Site Rank	Year online	Name	MBFC Fact	MBFC Bias	MBFC cred	Media Bias/Fact Check	Wiki Fake	Wiki RSP	Wiki DEPS	Wikipedia	Quality	MisinfoMe	Lang	URL	Score
thenevadannews.com	2018108	2023	The Nevadan	M	FN	L	https://mediabiasfactcheck.com/the-nevadan-bias/				https://en.wikipedia.org/wiki/Courier_Newsroom			en	https://thenevadannews.com/	0.2
thedailybell.com	2008987	2008	The Daily Bell	L	FN	L	https://mediabiasfactcheck.com/the-daily-bell/					0.2	0.46	en	https://www.thedailybell.com/	0.1
thepulse.one	1995981		The Pulse	L	CP	L	https://mediabiasfactcheck.com/the-pulse-bias/					0.3		en	https://thepulse.one/	0.1
healthyfoodhouse.com	1971487	2012	Healthy Food House	L	CP	L	https://mediabiasfactcheck.com/healthy-food-house/	1				0.2	-0.3	en	https://www.healthyfoodhouse.com/	0.1
wakingtimes.com	1965748	2011	The Waking Times	L	CP	L	https://mediabiasfactcheck.com/the-waking-times/	1				0.1	-0.859	en	https://www.wakingtimes.com/	0.1
teaparty.org	1952813	2004	Tea Party	L	FN	L	https://mediabiasfactcheck.com/tea-party-inc/	1				0.2	-0.72	en	https://www.teaparty.org/	0.1
z3news.com	1949097	2011	Z3 News	VL	FN	L	https://mediabiasfactcheck.com/z3-news-bias/					0.3	0	en	https://z3news.com/	0.0
climatechangedispatch.com	1936184	2010	Climate Change Dispatch	L	CP	L	https://mediabiasfactcheck.com/climate-change-dispatch/					0.2	-0.08	en	https://climatechangedispatch.com/	0.1
idahofreedom.org	1925346		Idaho Freedom Foundation	L	FN	L	https://mediabiasfactcheck.com/idaho-freedom-foundation-bias/				https://en.wikipedia.org/wiki/Idaho_Freedom_Foundation			en	https://idahofreedom.org/	0.1
react365.com	1901021	2007	React365	VL	FN	L	https://mediabiasfactcheck.com/react-365/	1				0.2	-1	en	https://www.react365.com/	0.0
greanvillepost.com	1871788	2009	The Greanville Post	M	CP	L	https://mediabiasfactcheck.com/the-greanville-post-bias-rating/					0.3	-0.1	en	https://www.greanvillepost.com/	0.2
en-volve.com	1863584	2016	En-volve	VL	FN	L	https://mediabiasfactcheck.com/en-volve/	1				0.1	-1.0	en	https://en-volve.com/	0.0
chicagocitywire.com	1858363	2016	Chicago City Wire	M	FN	L	https://mediabiasfactcheck.com/chicago-city-wire/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.364	en	https://chicagocitywire.com/	0.2
yournews.com	1857885	1996	YourNews	M	FN	L	https://mediabiasfactcheck.com/yournews-bias/					0.2		en	https://yournews.com/	0.2
vaccineimpact.com	1855412	2014	Vaccine Impact	VL	CP	L	https://mediabiasfactcheck.com/vaccine-impact/	1				0.2	0	en	https://vaccineimpact.com/	0.0
centerforsecuritypolicy.org	1852563	2001	Center for Security Policy	M	FN	L	https://mediabiasfactcheck.com/center-for-security-policy/				https://en.wikipedia.org/wiki/Center_for_Security_Policy	0.4	-0.109	en	https://www.centerforsecuritypolicy.org/	0.2
americangulag.org	1852330	2021	American Gulag	VL	FN	L	https://mediabiasfactcheck.com/american-gulag/					0.3	-0.1	en	https://americangulag.org/	0.0
okeefemediagroup.com	1805861	2023	O'Keefe Media Group	M	FN	L	https://mediabiasfactcheck.com/okeefe-media-group-bias/		1	1	https://en.wikipedia.org/wiki/James_O%27Keefe			en	https://okeefemediagroup.com/	0.2
defconnews.com	1795014	2018	Def-Con News	L	FN	L	https://mediabiasfactcheck.com/def-con-news-bias/					0.6	-0.6	en	https://defconnews.com/	0.1
trump.news	1793877	2015	Trump.news	L	FN	L	https://mediabiasfactcheck.com/trump-news/				https://en.wikipedia.org/wiki/Natural_News	0.1	0.22	en	https://trump.news/	0.1
foreignpolicyi.org	1738470	2009	Foreign Policy	M	FN	L	https://mediabiasfactcheck.com/foreign-policy-initiative/					0.3	0.0	en	https://foreignpolicyi.org/	0.2
independentminute.com	1736864	2017	Independent Minute	L	FN	L	https://mediabiasfactcheck.com/independent-minute-bias/	1				0.2		en	https://independentminute.com/	0.1
lifeadvancer.com	1733710	2014	Life Advancer	M	CP	L	https://mediabiasfactcheck.com/life-advancer-bias/						0.3	en	https://www.lifeadvancer.com/	0.2
jbs.org	1733000	1996	John Birch Society	L	FN	L	https://mediabiasfactcheck.com/john-birch-society-bias/				https://en.wikipedia.org/wiki/John_Birch_Society	0.3	0.16	en	https://jbs.org/	0.1
modernalternativemama.com	1722100	2010	Modern Alternative Mama	M	CP	L	https://mediabiasfactcheck.com/modern-alternative-mama/					0.3	0.01	en	https://modernalternativemama.com/	0.2
savethemales.ca	1717282	2001	Henry Makow	L	CP	L	https://mediabiasfactcheck.com/henry-makow-savethemales-ca/					0.1	0.4	en	https://www.savethemales.ca/	0.1
pop.org	1716594	1996	Population Research Institute	L	FN	L	https://mediabiasfactcheck.com/population-research-institute/				https://en.wikipedia.org/wiki/Population_Research_Institute	0.3	0.2	en	https://www.pop.org/	0.1
waynedupree.com	1687643	2016	WayneDupree.com	L	FN	L	https://mediabiasfactcheck.com/waynedupree-com/					0.2	0	en	https://www.waynedupree.com/	0.1
naturalsociety.com	1680194	2010	Natural Society	M	CP	L	https://mediabiasfactcheck.com/natural-society/					0.2	-0.017	en	https://naturalsociety.com/	0.2
illuminatiwatcher.com	1676892	2012	Illuminati Watcher	L	CP	L	https://mediabiasfactcheck.com/illuminati-watcher/					0.2	-0.889	en	https://illuminatiwatcher.com/	0.1
themindunleashed.com	1672789	2013	The Mind Unleashed	L	CP	L	https://mediabiasfactcheck.com/the-mind-unleashed/					0.2	-0.986	en	https://themindunleashed.com/	0.1
seekr.com	1662474	2003	Seekr	M	FN	L	https://mediabiasfactcheck.com/seekr-bias/				https://en.wikipedia.org/wiki/NTENT			en	https://www.seekr.com/	0.2
doctoroz.com	1661196	2003	The Dr. Oz Show	M	CP	L	https://mediabiasfactcheck.com/doctoroz-com/				https://en.wikipedia.org/wiki/The_Dr._Oz_Show	0.2	0.145	en	https://www.doctoroz.com/	0.2
bonsens.info	1640446	2014	BonSens	L	CP	L	https://mediabiasfactcheck.com/bonsens/					0.2	-0.6	fr	https://bonsens.info/	0.1
discoverthenetworks.org	1615216	2005	Discover the Networks	L	FN	L	https://mediabiasfactcheck.com/discover-the-networks/				https://en.wikipedia.org/wiki/Discover_the_Networks	0.2	0.54	en	https://www.discoverthenetworks.org/	0.1
nrlc.org	1594911	1995	National Right to Life Committee	L	FN	L	https://mediabiasfactcheck.com/national-right-to-life-committee-nrlc/				https://en.wikipedia.org/wiki/National_Right_to_Life_Committee	0.2	0.7	en	https://www.nrlc.org/	0.1
usasupreme.com	1587129	2016	USA Supreme	VL	FN	L	https://mediabiasfactcheck.com/usa-supreme/	1				0.2	-0.764	en	https://www.usasupreme.com/	0.0
teapartypatriots.org	1584958	2009	Tea Party Patriots	M	FN	L	https://mediabiasfactcheck.com/tea-party-patriots/				https://en.wikipedia.org/wiki/Tea_Party_Patriots	0.3	0.041	en	https://www.teapartypatriots.org/	0.2
southafricatoday.net	1560526	2014	South Africa Today	M	FN	L	https://mediabiasfactcheck.com/south-africa-today/					0.3	0	en	https://southafricatoday.net/	0.2
patriotfront.us	1552859	2018	Patriot Front	VL	FN	L	https://mediabiasfactcheck.com/vanguard-america/				https://en.wikipedia.org/wiki/Patriot_Front	0.6	-0.972	en	https://patriotfront.us/	0.0
vadogwood.com	1550974	2019	Virginia Dogwood	M	FN	L	https://mediabiasfactcheck.com/virginia-dogwood-bias/	1			https://en.wikipedia.org/wiki/Courier_Newsroom	0.6		en	https://vadogwood.com/	0.2
rightwingnews.com	1543219	2000	Right Side News	L	FN	L	https://mediabiasfactcheck.com/right-wing-news/	1				0.2	0.213	en	https://rightwingnews.com/	0.1
worldaffairsbrief.com	1524274	2004	World Affairs Brief	VL	CP	L	https://mediabiasfactcheck.com/world-affairs-brief/				https://en.wikipedia.org/wiki/Joel_Skousen	0.1	0.32	en	https://worldaffairsbrief.com/	0.0
arizonasuntimes.com	1496696	2021	Arizona Sun Times	M	FN	L	https://mediabiasfactcheck.com/arizona-sun-times-bias/	1			https://en.wikipedia.org/wiki/The_Tennessee_Star			en	https://arizonasuntimes.com/	0.2
worldhealth.net	1494871	2019	WorldHealth.Net	L	CP	L	https://mediabiasfactcheck.com/worldhealth-net/					0.3	0.72	en	https://worldhealth.net/	0.1
trendingpolitics.com	1493736	2016	Trending Politics	L	FN	L	https://mediabiasfactcheck.com/trending-politics/					0.3	0.16	en	https://trendingpolitics.com/	0.1
isgp-studies.com	1483489		Institute for the Study of Globalization and Covert Politics	L	FN	L	https://mediabiasfactcheck.com/institute-for-the-study-of-globalization-and-covert-politics-isgp-bias-and-credibility/				https://en.wikipedia.org/wiki/Covert_racism			en	https://isgp-studies.com/	0.1
theblacksphere.net	1477840	2019	The Blacksphere	M	FN	L	https://mediabiasfactcheck.com/the-blacksphere-kevin-jackson/					0.3	-0.51	en	https://theblacksphere.net/	0.2
blackeyepolitics.com	1470326	2018	Black Eye Politics	L	FN	L	https://mediabiasfactcheck.com/black-eye-politics-bias-credibility-rating/					0.2	0.0	en	https://blackeyepolitics.com/	0.1
freedomfirstnetwork.com	1467024	2020	Freedom First Network	L	FN	L	https://mediabiasfactcheck.com/freedom-first-network/					0.4	-0.6	en	https://freedomfirstnetwork.com/	0.1
dailyhealthpost.com	1464061	2012	DailyHealthPost	L	CP	L	https://mediabiasfactcheck.com/dailyhealthpost/					0.1	-0.711	en	https://dailyhealthpost.com/	0.1
shoebat.com	1462294	2004	Shoebat	L	CP	L	https://mediabiasfactcheck.com/shoebat/				https://en.wikipedia.org/wiki/Walid_Shoebat	0.1	-0.798	en	https://shoebat.com/	0.1
vaccinesandchristianity.org	1452902		Vaccines and Christianity	VL	CP	L	https://mediabiasfactcheck.com/vaccines-and-christianity-bias/							en	https://www.vaccinesandchristianity.org/	0.0
americanpartisan.org	1443596	2018	American Partisan	L	FN	L	https://mediabiasfactcheck.com/american-partisan-bias/					0.6		en	https://www.americanpartisan.org/	0.1
ae911truth.org	1442747	2006	Architects & Engineers for 9/11 Truth	M	CP	L	https://mediabiasfactcheck.com/architects-engineers-for-9-11-truth/				https://en.wikipedia.org/wiki/Architects_%26_Engineers_for_9/11_Truth	0.3	-0.5	en	https://www.ae911truth.org/	0.2
acpeds.org	1438327	2002	American College of Pediatricians	L	FN	L	https://mediabiasfactcheck.com/american-college-of-pediatricians/				https://en.wikipedia.org/wiki/American_College_of_Pediatricians	0.2	0.0	en	https://acpeds.org/	0.1
anh-usa.org	1433421	2009	Alliance for Natural Health	M	CP	L	https://mediabiasfactcheck.com/alliance-for-natural-health-bias-junk-science/				https://en.wikipedia.org/wiki/Alliance_for_Natural_Health_USA	0.2	0.0	en	https://anh-usa.org/	0.2
trialsitenews.com	1419479	2018	TrialSite News	M	CP	L	https://mediabiasfactcheck.com/trialsite-news/					0.5	0.16	en	https://trialsitenews.com/	0.2
theohiostar.com	1418314	2017	The Ohio Star	M	FN	L	https://mediabiasfactcheck.com/the-ohio-star/	1			https://en.wikipedia.org/wiki/The_Tennessee_Star	0.6	-0.364	en	https://theohiostar.com/	0.2
coppercourier.com	1416442	2019	The Copper Courier	M	FN	L	https://mediabiasfactcheck.com/copper-courier-bias/	1			https://en.wikipedia.org/wiki/Courier_Newsroom	0.6	-1	en	https://coppercourier.com/	0.2
collective-evolution.com	1397936	2009	Collective Evolution	L	CP	L	https://mediabiasfactcheck.com/collective-evolution/	1				0.2	-0.55	en	https://www.collective-evolution.com/	0.1
thedcpatriot.com	1389380	2019	The DC Patriot	L	FN	L	https://mediabiasfactcheck.com/the-dc-patriot/					0.1	-1	en	https://thedcpatriot.com/	0.1
cfact.org	1388330	1997	The Committee for a Constructive Tomorrow	L	CP	L	https://mediabiasfactcheck.com/committee-constructive-tomorrow-cfact-org/				https://en.wikipedia.org/wiki/Committee_for_a_Constructive_Tomorrow	0.1	0.2	en	https://www.cfact.org/	0.1
notallowedto.com	1383075	2014	Not Allowed to	L	FN	L	https://mediabiasfactcheck.com/not-allowed-to/	1				0.2	-0.9	en	https://notallowedto.com/	0.1
wethepeopledaily.com	1380673	2019	We The People Daily	L	FN	L	https://mediabiasfactcheck.com/we-the-people-daily/					0.3	0	en	https://wethepeopledaily.com/	0.1
crev.info	1377874	2004	Creation-Evolution Headlines	L	CP	L	https://mediabiasfactcheck.com/creation-evolution-headlines/							en	https://crev.info/	0.1
collapse.news	1353303	2015	Collapse.News	VL	CP	L	https://mediabiasfactcheck.com/collapse-news/				https://en.wikipedia.org/wiki/Natural_News	0.1	0	en	https://collapse.news/	0.0
asia-pacificresearch.com	1351816	2015	Asia-Pacific Research	M	CP	L	https://mediabiasfactcheck.com/asia-pacific-research/					0.3	0.0	en	https://www.asia-pacificresearch.com/	0.2
skeptiko.com	1351022	2006	Skeptiko	VL	CP	L	https://mediabiasfactcheck.com/skeptiko/					0.1	-0.589	en	https://skeptiko.com/	0.0
presstv.com	1347609	2002	Press TV	L	FN	L	https://mediabiasfactcheck.com/press-tv/		1	1	https://en.wikipedia.org/wiki/Press_TV	0.2	-0.266	en	https://www.presstv.com/	0.1
caldronpool.com	1342474	2017	Caldron Pool	M	FN	L	https://mediabiasfactcheck.com/caldron-pool/				https://en.wikipedia.org/wiki/Caldron_Pool	0.3	0	en	https://caldronpool.com/	0.2
dissidentvoice.org	1341296	2001	Dissident Voice	M	CP	L	https://mediabiasfactcheck.com/dissident-voice-bias/						0.6	en	https://dissidentvoice.org/	0.2
heartland.org	1329877	1994	Heartland Institute	L	FN	L	https://mediabiasfactcheck.com/heartland-institute/				https://en.wikipedia.org/wiki/Heartland_Institute	0.2	-0.3	en	https://heartland.org/	0.1
creationwiki.org	1324754	2005	CreationWiki	L	CP	L	https://mediabiasfactcheck.com/creationwiki/					0.2	0.027	en	https://creationwiki.org/	0.1
drnorthrup.com	1312733	1998	Dr. Northrup	L	CP	L	https://mediabiasfactcheck.com/drnorthrup-com/				https://en.wikipedia.org/wiki/Christiane_Northrup	0.6	0.22	en	https://www.drnorthrup.com/	0.1
steadfastdaily.com	1304293	2018	Steadfast Daily	M	FN	L	https://mediabiasfactcheck.com/steadfast-daily/					0.5	0	en	https://steadfastdaily.com/	0.2
iheartintelligence.com	1296221	2014	I Heart Intelligence	M	CP	L	https://mediabiasfactcheck.com/i-heart-intelligence/					0.3	0.029	en	https://iheartintelligence.com/	0.2
redstatenation.com	1288737	2017	Red State Nation	L	FN	L	https://mediabiasfactcheck.com/red-state-nation-bias/							en	https://redstatenation.com/	0.1
gbnews.uk	1278478	2020	GB News	M	FN	L	https://mediabiasfactcheck.com/gb-news-uk-bias/				https://en.wikipedia.org/wiki/GB_News	0.8	0.3	en	https://www.gbnews.uk/	0.2
defiantamerica.com	1265407	2016	Defiant America	L	FN	L	https://mediabiasfactcheck.com/defiant-america/					0.2	0	en	https://defiantamerica.com/	0.1
truthinmedia.com	1261089	1999	Truth in Media	L	FN	L	https://mediabiasfactcheck.com/truth-in-media/				https://en.wikipedia.org/wiki/Ben_Swann	0.2	0.24	en	https://truthinmedia.com/	0.1
conservativefiringline.com	1250310	2012	Conservative Firing Line	VL	FN	L	https://mediabiasfactcheck.com/conservative-firing-line/					0.2	-0.119	en	https://conservativefiringline.com/	0.0
conservativedailynews.com	1230396	2009	Conservative Daily News	M	FN	L	https://mediabiasfactcheck.com/conservative-daily-news/					0.3	0.015	en	https://www.conservativedailynews.com/	0.2
trueactivist.com	1211532	2011	Center for Immigration Studies	L	FN	L	https://mediabiasfactcheck.com/true-activist/					0.2	-0.303	en	https://www.trueactivist.com/	0.1
anonhq.com	1209673	2014	We are Anonymous	VL	CP	L	https://mediabiasfactcheck.com/we-are-anonymous/					0.2	-0.2	en	https://anonhq.com/	0.0
europereloaded.com	1204489	2016	Europe Reloaded	L	CP	L	https://mediabiasfactcheck.com/europe-reloaded/					0.7		en	https://www.europereloaded.com/	0.1
offthegridnews.com	1203382	2010	Off the Grid News	M	CP	L	https://mediabiasfactcheck.com/off-the-grid-news-bias/							en	https://www.offthegridnews.com/	0.2
projectveritas.com	1201056	2008	Project Veritas	M	FN	L	https://mediabiasfactcheck.com/project-veritas/		1	1	https://en.wikipedia.org/wiki/Project_Veritas	0.3	-0.099	en	https://www.projectveritas.com/	0.2
sonsoflibertymedia.com	1196364	2011	Sons of Liberty Media	L	FN	L	https://mediabiasfactcheck.com/sons-liberty-media/					0.1		en	https://sonsoflibertymedia.com/	0.1
lesmoutonsrebelles.com	1192563	2016	Moutons Rebelles	VL	CP	L	https://mediabiasfactcheck.com/les-moutons-rebelles-the-rebel-sheep-bias/					0.2	-0.984	fr	https://lesmoutonsrebelles.com/	0.0
eutimes.net	1179643	2009	The European Union Times	L	CP	L	https://mediabiasfactcheck.com/the-european-union-times/					0.3	-0.1	en	https://eutimes.net/	0.1
worldviewweekend.com	1175799	2000	Worldview Weekend	VL	CP	L	https://mediabiasfactcheck.com/worldview-weekend-bias/					0.3	0.64	en	https://www.worldviewweekend.com/	0.0
geopoliticaleconomy.com	1172942	2015	Geopolitical Economy Report	M	CP	L	https://mediabiasfactcheck.com/geopolitical-economy-report-bias/							en	https://geopoliticaleconomy.com/	0.2
realclimatescience.com	1166659	2015	Real Climate Science	L	CP	L	https://mediabiasfactcheck.com/real-climate-science/					0.2	-0.817	en	https://realclimatescience.com/	0.1
24jours.com	1162979	2017	24jours.com	L	FN	L	https://mediabiasfactcheck.com/24jours-com/					0.3	0.3	fr	https://www.24jours.com/	0.1
21stcenturywire.com	1161239	2009	21st Century Wire	M	CP	L	https://mediabiasfactcheck.com/21st-century-wire/					0.2	-0.9	en	https://21stcenturywire.com/	0.2
thewashingtonstandard.com	1153422	2013	The Washington Standard	L	FN	L	https://mediabiasfactcheck.com/the-washington-standard/					0.3	-1	en	https://thewashingtonstandard.com/	0.1
rushlimbaugh.com	1133376	1995	The Rush Limbaugh Show	VL	FN	L	https://mediabiasfactcheck.com/rushlimbaugh-com/				https://en.wikipedia.org/wiki/The_Rush_Limbaugh_Show	0.2	-0.759	en	https://www.rushlimbaugh.com/	0.0
themostimportantnews.com	1126366	2009	The Most Important News	L	FN	L	https://mediabiasfactcheck.com/the-most-important-news-bias-and-credibility/							en	https://themostimportantnews.com/	0.1
upnorthnewswi.com	1125757	2019	Up North News	M	FN	L	https://mediabiasfactcheck.com/up-north-news-bias/	1			https://en.wikipedia.org/wiki/Courier_Newsroom	0.6		en	https://upnorthnewswi.com/	0.2
worldgreynews.com	1119791	2017	Fake News Generator	VL	FN	L	https://mediabiasfactcheck.com/worldgreynews-com/					0.2		en	https://www.worldgreynews.com/	0.0
notrickszone.com	1111766	2010	NoTricksZone	L	CP	L	https://mediabiasfactcheck.com/notrickszone/	1				0.2	-0.8	en	https://notrickszone.com/	0.1
greatamericandaily.com	1089380	2016	Great American Daily	L	FN	L	https://mediabiasfactcheck.com/great-american-daily/					0.2	0.0	en	https://greatamericandaily.com/	0.1
worldtimetodays.com	1077914	2022	WorldTimeTodays	M	FN	L	https://mediabiasfactcheck.com/worldtimetodays-bias/	1						en	https://worldtimetodays.com/	0.2
online-updates.net	1074208	2020	Online Updates	M	CP	L	https://mediabiasfactcheck.com/online-updates/					0.2	0	en	https://online-updates.net/	0.2
hsionline.com	1072580	2009	Health Sciences Institute	L	CP	L	https://mediabiasfactcheck.com/health-sciences-institute/					0.2	0.0	en	https://hsionline.com/	0.1
naturallysavvy.com	1070357	2007	Naturally Savvy	M	CP	L	https://mediabiasfactcheck.com/naturally-savvy/					0.3	0.029	en	https://naturallysavvy.com/	0.2
christiansfortruth.com	1062903	2013	Christians for Truth	VL	FN	L	https://mediabiasfactcheck.com/christians-for-truth/				https://en.wikipedia.org/wiki/Kwasizabantu	0.3	-0.964	en	https://christiansfortruth.com/	0.0
congressionalagenda.com	1054406	2004	Congressional Agenda	M	FN	L	https://mediabiasfactcheck.com/congressional-agenda-bias/							en	https://congressionalagenda.com/	0.2
orinocotribune.com	1053031	2018	Orinoco Tribune	L	FN	L	https://mediabiasfactcheck.com/orinoco-tribune-bias-and-credibility/							en	https://orinocotribune.com/	0.1
wallbuilders.com	1051460	1999	WallBuilders	L	FN	L	https://mediabiasfactcheck.com/wallbuilders/				https://en.wikipedia.org/wiki/David_Barton_(author)	0.2	0.48	en	https://wallbuilders.com/	0.1
lc.org	1047540	1996	Liberty Counsel	L	FN	L	https://mediabiasfactcheck.com/liberty-counsel-bias/				https://en.wikipedia.org/wiki/Liberty_Counsel		0.18	en	https://lc.org/	0.1
macroevolution.net	1041513		Macroevolution.net	L	CP	L	https://mediabiasfactcheck.com/macroevolution-net-bias-and-credibility/						0.82	en	https://macroevolution.net/	0.1
returnofkings.com	1035080	2012	Return of Kings	L	FN	L	https://mediabiasfactcheck.com/return-of-kings/	1				0.4	0.037	en	https://www.returnofkings.com/	0.1
themillenniumreport.com	1032034	2014	The Millennium Report	L	FN	L	https://mediabiasfactcheck.com/the-millennium-report/					0.2	-1	en	https://themillenniumreport.com/	0.1
thegoptimes.com	1031694	2020	The GOP Times	M	FN	L	https://mediabiasfactcheck.com/the-gop-times-bias/					0.3		en	https://thegoptimes.com/	0.2
educate-yourself.org	1027764	1999	Educate Yourself	VL	CP	L	https://mediabiasfactcheck.com/educate-yourself/					0.1	-0.2	en	https://educate-yourself.org/	0.0
newshourfirst.com	1016955	2020	News Hour First	L	FN	L	https://mediabiasfactcheck.com/news-hour-first/					0.2	-0.6	en	https://newshourfirst.com/	0.1
themazatlanpost.com	1007222	2018	Mazatlan Post	M	FN	L	https://mediabiasfactcheck.com/mazatlan-post-bias/							en	https://themazatlanpost.com/	0.2
thecommonsenseshow.com	997760	2012	The Common Sense Show	VL	CP	L	https://mediabiasfactcheck.com/the-common-sense-show/					0.1	-0.921	en	https://thecommonsenseshow.com/	0.0
clashdaily.com	997112	2012	Clash Daily	L	FN	L	https://mediabiasfactcheck.com/clash-daily/	1				0.2	-0.847	en	https://clashdaily.com/	0.1
freedomainradio.com	993602	2006	Freedomain Radio	L	CP	L	https://mediabiasfactcheck.com/freedomain-radio/				https://en.wikipedia.org/wiki/Stefan_Molyneux	0.1	-0.3	en	https://www.freedomainradio.com/	0.1
wakeup-world.com	991875	2011	Wake Up World	L	CP	L	https://mediabiasfactcheck.com/wake-up-world/					0.3	0.32	en	https://wakeup-world.com/	0.1
thefreethoughtproject.com	978832	2013	Free Thought Project	L	CP	L	https://mediabiasfactcheck.com/free-thought-project/	1				0.3	-0.498	en	https://thefreethoughtproject.com/	0.1
nationalinsiders.com	975569	2012	National Insiders	L	FN	L	https://mediabiasfactcheck.com/national-insiders-bias/					0.4	-0.6	en	https://nationalinsiders.com/	0.1
breakingchristiannews.com	975216	2004	Breaking Christian News	L	FN	L	https://mediabiasfactcheck.com/breaking-christian-news/					0.3	0.3	en	https://breakingchristiannews.com/	0.1
icandecide.org	962340	2016	Informed Consent Action Network	L	CP	L	https://mediabiasfactcheck.com/ican-informed-consent-action-network-bias/				https://en.wikipedia.org/wiki/Informed_Consent_Action_Network	0.3		en	https://www.icandecide.org/	0.1
gop.gov	955215		House Republicans	M	FN	L	https://mediabiasfactcheck.com/gop-gov-house-republicans/				https://en.wikipedia.org/wiki/House_Republican_Conference	0.3	0.1	en	https://www.gop.gov/	0.2
newsglobal.com	954393	2009	News Global	L	FN	L	https://mediabiasfactcheck.com/news-global-bias/					0.3	0	en	https://newsglobal.com/	0.1
wearechange.org	951943	2006	We are Change	M	CP	L	https://mediabiasfactcheck.com/we-are-change/					0.2	-0.063	en	https://wearechange.org/	0.2
needtoknow.news	950848	2015	Need to Know	L	CP	L	https://mediabiasfactcheck.com/need-to-know/					0.2	0	en	https://needtoknow.news/	0.1
strategic-culture.org	941327	2010	Strategic Culture Foundation	VL	FN	L	https://mediabiasfactcheck.com/strategic-culture-foundation/					0.2	0.2	en	https://www.strategic-culture.org/	0.0
worldtribune.com	940560	1998	World Tribune	L	FN	L	https://mediabiasfactcheck.com/world-tribune/					0.4	0.601	en	https://www.worldtribune.com/	0.1
thedesertreview.com	940168	2012	The Desert Review	M	FN	L	https://mediabiasfactcheck.com/the-desert-review-bias/					0.5	0.16	en	https://www.thedesertreview.com/	0.2
micdroppolitics.com	931356	2020	Mic Drop Politics	L	FN	L	https://mediabiasfactcheck.com/mic-drop-politics-bias/					0.4		en	https://www.micdroppolitics.com/	0.1
pandemic.news	931180	2018	Pandemic News	VL	CP	L	https://mediabiasfactcheck.com/pandemic-news/				https://en.wikipedia.org/wiki/Natural_News	0.0	0	en	https://pandemic.news/	0.0
physiciansforinformedconsent.org	928009	2016	Physicians for Informed Consent	VL	CP	L	https://mediabiasfactcheck.com/physicians-for-informed-consent-bias/					0.5		en	https://physiciansforinformedconsent.org/	0.0
ruptly.tv	922582	2012	Ruptly	M	FN	L	https://mediabiasfactcheck.com/ruptly/		1	1	https://en.wikipedia.org/wiki/Ruptly	0.3	0.006	en	https://ruptly.tv/	0.2
digifection.com	919051	2016	The Times of America	L	FN	L	https://mediabiasfactcheck.com/the-times-of-america/					0.2	-0.98	en	https://www.digifection.com/	0.1
dailyboulder.com	917205	2014	Daily Boulder	M	FN	L	https://mediabiasfactcheck.com/the-daily-boulder-bias/					0.4	0	en	https://dailyboulder.com/	0.2
cardinalpine.com	914905	2020	Cardinal & Pine	M	FN	L	https://mediabiasfactcheck.com/cardinal-pine-bias/	1				0.6		en	https://cardinalpine.com/	0.2
geopolitics.co	905778	2015	Covert Geopolitics	M	CP	L	https://mediabiasfactcheck.com/covert-geopolitics/					0.2	0.0	en	https://geopolitics.co/	0.2
hli.org	903804	1995	Human Life International	L	FN	L	https://mediabiasfactcheck.com/human-life-international-bias/				https://en.wikipedia.org/wiki/Human_Life_International		0.2	en	https://www.hli.org/	0.1
cei.org	902633	1995	Competitive Enterprise Institute	L	FN	L	https://mediabiasfactcheck.com/competitive-enterprise-institute/				https://en.wikipedia.org/wiki/Competitive_Enterprise_Institute	0.2	0.28	en	https://cei.org/	0.1
beachbroadcastnews.com	898190	2021	Beach Broadcast	VL	FN	L	https://mediabiasfactcheck.com/beach-broadcast-news-bias/					0.4		en	https://www.beachbroadcastnews.com/	0.0
worldlifestyle.com	897506	2004	World Lifestyle	L	CP	L	https://mediabiasfactcheck.com/world-lifestyle-bias/					0.7	0.24	en	https://www.worldlifestyle.com/	0.1
redstatewatcher.com	896401	2015	Red State Watcher	L	FN	L	https://mediabiasfactcheck.com/red-state-watcher/	1				0.3	-0.96	en	http://redstatewatcher.com/	0.1
returntonow.net	889459	2019	Return to Now	L	CP	L	https://mediabiasfactcheck.com/return-to-now/					0.2	0	en	https://returntonow.net/	0.1
americasfreedomfighters.com	886960	2013	Americas Freedom Fighters	L	FN	L	https://mediabiasfactcheck.com/american-freedom-fighters/	1				0.2	-0.8	en	https://americasfreedomfighters.com/	0.1
womenarehuman.com	885086	2018	Women are Human	M	FN	L	https://mediabiasfactcheck.com/women-are-human/					0.4	0	en	https://www.womenarehuman.com/	0.2
moonbattery.com	884299	2004	MoonBattery	L	FN	L	https://mediabiasfactcheck.com/moonbattery/					0.2	0.64	en	https://moonbattery.com/	0.1
cnsnews.com	883031	1998	CNS News	L	FN	L	https://mediabiasfactcheck.com/cns-news/	1	1		https://en.wikipedia.org/wiki/CNSNews.com	0.3	-0.691	en	https://www.cnsnews.com/	0.1
clayandbuck.com	882973	2021	ClayandBuck.com	M	FN	L	https://mediabiasfactcheck.com/clayandbuck-com-bias/							en	https://www.clayandbuck.com/	0.2
redacted.inc	868473		Redacated	M	FN	L	https://mediabiasfactcheck.com/redacted-bias/							en	https://redacted.inc/	0.2
